frame,order,x,y,angle,segment_position,intensity
0,1,427,402,165.15829070154808,0.0,1344
0,1,427,402,165.15829070154808,0.025,1520
0,1,427,402,165.15829070154808,0.05,1424
0,1,427,402,165.15829070154808,0.07500000000000001,1280
0,1,427,402,165.15829070154808,0.1,1360
0,1,427,402,165.15829070154808,0.125,1536
0,1,427,402,165.15829070154808,0.15000000000000002,1408
0,1,427,402,165.15829070154808,0.17500000000000002,1568
0,1,427,402,165.15829070154808,0.2,2496
0,1,427,402,165.15829070154808,0.225,5680
0,1,427,402,165.15829070154808,0.25,9440
0,1,427,402,165.15829070154808,0.275,10784
0,1,427,402,165.15829070154808,0.30000000000000004,8560
0,1,427,402,165.15829070154808,0.325,8096
0,1,427,402,165.15829070154808,0.35000000000000003,6736
0,1,427,402,165.15829070154808,0.375,5232
0,1,427,402,165.15829070154808,0.4,3936
0,1,427,402,165.15829070154808,0.42500000000000004,3328
0,1,427,402,165.15829070154808,0.45,2704
0,1,427,402,165.15829070154808,0.47500000000000003,2416
0,1,427,402,165.15829070154808,0.5,2416
0,1,427,402,165.15829070154808,0.525,2304
0,1,427,402,165.15829070154808,0.55,3152
0,1,427,402,165.15829070154808,0.5750000000000001,5168
0,1,427,402,165.15829070154808,0.6000000000000001,8592
0,1,427,402,165.15829070154808,0.625,10464
0,1,427,402,165.15829070154808,0.65,13872
0,1,427,402,165.15829070154808,0.675,15216
0,1,427,402,165.15829070154808,0.7000000000000001,12832
0,1,427,402,165.15829070154808,0.7250000000000001,9536
0,1,427,402,165.15829070154808,0.75,5328
0,1,427,402,165.15829070154808,0.775,3248
0,1,427,402,165.15829070154808,0.8,2208
0,1,427,402,165.15829070154808,0.8250000000000001,1392
0,1,427,402,165.15829070154808,0.8500000000000001,1376
0,1,427,402,165.15829070154808,0.875,1184
0,1,427,402,165.15829070154808,0.9,1376
0,1,427,402,165.15829070154808,0.925,1456
0,1,427,402,165.15829070154808,0.9500000000000001,1536
0,1,427,402,165.15829070154808,0.9750000000000001,1200
0,2,422,380,154.3914678694265,0.0,1280
0,2,422,380,154.3914678694265,0.025,1280
0,2,422,380,154.3914678694265,0.05,1360
0,2,422,380,154.3914678694265,0.07500000000000001,1504
0,2,422,380,154.3914678694265,0.1,1552
0,2,422,380,154.3914678694265,0.125,1600
0,2,422,380,154.3914678694265,0.15000000000000002,1936
0,2,422,380,154.3914678694265,0.17500000000000002,3296
0,2,422,380,154.3914678694265,0.2,7072
0,2,422,380,154.3914678694265,0.225,14224
0,2,422,380,154.3914678694265,0.25,22496
0,2,422,380,154.3914678694265,0.275,26048
0,2,422,380,154.3914678694265,0.30000000000000004,25792
0,2,422,380,154.3914678694265,0.325,22592
0,2,422,380,154.3914678694265,0.35000000000000003,19056
0,2,422,380,154.3914678694265,0.375,15392
0,2,422,380,154.3914678694265,0.4,12672
0,2,422,380,154.3914678694265,0.42500000000000004,10304
0,2,422,380,154.3914678694265,0.45,7952
0,2,422,380,154.3914678694265,0.47500000000000003,6672
0,2,422,380,154.3914678694265,0.5,4512
0,2,422,380,154.3914678694265,0.525,3680
0,2,422,380,154.3914678694265,0.55,2816
0,2,422,380,154.3914678694265,0.5750000000000001,2656
0,2,422,380,154.3914678694265,0.6000000000000001,3360
0,2,422,380,154.3914678694265,0.625,3792
0,2,422,380,154.3914678694265,0.65,4704
0,2,422,380,154.3914678694265,0.675,4608
0,2,422,380,154.3914678694265,0.7000000000000001,5472
0,2,422,380,154.3914678694265,0.7250000000000001,7808
0,2,422,380,154.3914678694265,0.75,10128
0,2,422,380,154.3914678694265,0.775,8896
0,2,422,380,154.3914678694265,0.8,6608
0,2,422,380,154.3914678694265,0.8250000000000001,4384
0,2,422,380,154.3914678694265,0.8500000000000001,2784
0,2,422,380,154.3914678694265,0.875,1728
0,2,422,380,154.3914678694265,0.9,1488
0,2,422,380,154.3914678694265,0.925,1392
0,2,422,380,154.3914678694265,0.9500000000000001,1296
0,2,422,380,154.3914678694265,0.9750000000000001,1376
0,3,427,358,147.80426606528675,0.0,1264
0,3,427,358,147.80426606528675,0.025,1424
0,3,427,358,147.80426606528675,0.05,1504
0,3,427,358,147.80426606528675,0.07500000000000001,1696
0,3,427,358,147.80426606528675,0.1,2336
0,3,427,358,147.80426606528675,0.125,7408
0,3,427,358,147.80426606528675,0.15000000000000002,13312
0,3,427,358,147.80426606528675,0.17500000000000002,23360
0,3,427,358,147.80426606528675,0.2,23856
0,3,427,358,147.80426606528675,0.225,20480
0,3,427,358,147.80426606528675,0.25,20480
0,3,427,358,147.80426606528675,0.275,13696
0,3,427,358,147.80426606528675,0.30000000000000004,9888
0,3,427,358,147.80426606528675,0.325,7584
0,3,427,358,147.80426606528675,0.35000000000000003,6048
0,3,427,358,147.80426606528675,0.375,3712
0,3,427,358,147.80426606528675,0.4,2576
0,3,427,358,147.80426606528675,0.42500000000000004,1840
0,3,427,358,147.80426606528675,0.45,1904
0,3,427,358,147.80426606528675,0.47500000000000003,1504
0,3,427,358,147.80426606528675,0.5,1504
0,3,427,358,147.80426606528675,0.525,1680
0,3,427,358,147.80426606528675,0.55,1728
0,3,427,358,147.80426606528675,0.5750000000000001,2208
0,3,427,358,147.80426606528675,0.6000000000000001,2432
0,3,427,358,147.80426606528675,0.625,3568
0,3,427,358,147.80426606528675,0.65,4016
0,3,427,358,147.80426606528675,0.675,5328
0,3,427,358,147.80426606528675,0.7000000000000001,6080
0,3,427,358,147.80426606528675,0.7250000000000001,6016
0,3,427,358,147.80426606528675,0.75,6016
0,3,427,358,147.80426606528675,0.775,3936
0,3,427,358,147.80426606528675,0.8,2480
0,3,427,358,147.80426606528675,0.8250000000000001,1296
0,3,427,358,147.80426606528675,0.8500000000000001,1376
0,3,427,358,147.80426606528675,0.875,1280
0,3,427,358,147.80426606528675,0.9,1104
0,3,427,358,147.80426606528675,0.925,1280
0,3,427,358,147.80426606528675,0.9500000000000001,1312
0,3,427,358,147.80426606528675,0.9750000000000001,1312
0,4,444,341,163.8107937429731,0.0,1360
0,4,444,341,163.8107937429731,0.025,1344
0,4,444,341,163.8107937429731,0.05,1472
0,4,444,341,163.8107937429731,0.07500000000000001,1728
0,4,444,341,163.8107937429731,0.1,3712
0,4,444,341,163.8107937429731,0.125,6080
0,4,444,341,163.8107937429731,0.15000000000000002,10640
0,4,444,341,163.8107937429731,0.17500000000000002,14944
0,4,444,341,163.8107937429731,0.2,13024
0,4,444,341,163.8107937429731,0.225,12160
0,4,444,341,163.8107937429731,0.25,11360
0,4,444,341,163.8107937429731,0.275,9200
0,4,444,341,163.8107937429731,0.30000000000000004,7696
0,4,444,341,163.8107937429731,0.325,6128
0,4,444,341,163.8107937429731,0.35000000000000003,5024
0,4,444,341,163.8107937429731,0.375,4016
0,4,444,341,163.8107937429731,0.4,3056
