frame,order,x,y,angle,segment_position,intensity
0,1,307,339,137.75248540026868,0.0,1728
0,1,307,339,137.75248540026868,0.025,1760
0,1,307,339,137.75248540026868,0.05,1712
0,1,307,339,137.75248540026868,0.07500000000000001,1824
0,1,307,339,137.75248540026868,0.1,1648
0,1,307,339,137.75248540026868,0.125,1952
0,1,307,339,137.75248540026868,0.15000000000000002,1888
0,1,307,339,137.75248540026868,0.17500000000000002,1904
0,1,307,339,137.75248540026868,0.2,2656
0,1,307,339,137.75248540026868,0.225,3568
0,1,307,339,137.75248540026868,0.25,5360
0,1,307,339,137.75248540026868,0.275,7232
0,1,307,339,137.75248540026868,0.30000000000000004,8112
0,1,307,339,137.75248540026868,0.325,7504
0,1,307,339,137.75248540026868,0.35000000000000003,5088
0,1,307,339,137.75248540026868,0.375,3344
0,1,307,339,137.75248540026868,0.4,2784
0,1,307,339,137.75248540026868,0.42500000000000004,3376
0,1,307,339,137.75248540026868,0.45,4944
0,1,307,339,137.75248540026868,0.47500000000000003,6800
0,1,307,339,137.75248540026868,0.5,9408
0,1,307,339,137.75248540026868,0.525,12128
0,1,307,339,137.75248540026868,0.55,14528
0,1,307,339,137.75248540026868,0.5750000000000001,14336
0,1,307,339,137.75248540026868,0.6000000000000001,13488
0,1,307,339,137.75248540026868,0.625,11312
0,1,307,339,137.75248540026868,0.65,6464
0,1,307,339,137.75248540026868,0.675,2352
0,1,307,339,137.75248540026868,0.7000000000000001,2032
0,1,307,339,137.75248540026868,0.7250000000000001,2032
0,1,307,339,137.75248540026868,0.75,1696
0,1,307,339,137.75248540026868,0.775,1792
0,1,307,339,137.75248540026868,0.8,1712
0,1,307,339,137.75248540026868,0.8250000000000001,1984
0,1,307,339,137.75248540026868,0.8500000000000001,1696
0,1,307,339,137.75248540026868,0.875,1728
0,1,307,339,137.75248540026868,0.9,1808
0,1,307,339,137.75248540026868,0.925,1568
0,1,307,339,137.75248540026868,0.9500000000000001,1664
0,1,307,339,137.75248540026868,0.9750000000000001,1840
0,2,321,329,150.55457127007443,0.0,1728
0,2,321,329,150.55457127007443,0.025,1632
0,2,321,329,150.55457127007443,0.05,1568
0,2,321,329,150.55457127007443,0.07500000000000001,1904
0,2,321,329,150.55457127007443,0.1,2064
0,2,321,329,150.55457127007443,0.125,2992
0,2,321,329,150.55457127007443,0.15000000000000002,4000
0,2,321,329,150.55457127007443,0.17500000000000002,4944
0,2,321,329,150.55457127007443,0.2,5984
0,2,321,329,150.55457127007443,0.225,6576
0,2,321,329,150.55457127007443,0.25,7168
0,2,321,329,150.55457127007443,0.275,8288
0,2,321,329,150.55457127007443,0.30000000000000004,7344
0,2,321,329,150.55457127007443,0.325,6144
0,2,321,329,150.55457127007443,0.35000000000000003,5168
0,2,321,329,150.55457127007443,0.375,4880
0,2,321,329,150.55457127007443,0.4,4288
0,2,321,329,150.55457127007443,0.42500000000000004,4672
0,2,321,329,150.55457127007443,0.45,8448
0,2,321,329,150.55457127007443,0.47500000000000003,12096
0,2,321,329,150.55457127007443,0.5,12096
0,2,321,329,150.55457127007443,0.525,16560
0,2,321,329,150.55457127007443,0.55,18368
0,2,321,329,150.55457127007443,0.5750000000000001,17856
0,2,321,329,150.55457127007443,0.6000000000000001,16528
0,2,321,329,150.55457127007443,0.625,14992
0,2,321,329,150.55457127007443,0.65,13104
0,2,321,329,150.55457127007443,0.675,7104
0,2,321,329,150.55457127007443,0.7000000000000001,3264
0,2,321,329,150.55457127007443,0.7250000000000001,1824
0,2,321,329,150.55457127007443,0.75,2016
0,2,321,329,150.55457127007443,0.775,1872
0,2,321,329,150.55457127007443,0.8,2064
0,2,321,329,150.55457127007443,0.8250000000000001,1632
0,2,321,329,150.55457127007443,0.8500000000000001,1792
0,2,321,329,150.55457127007443,0.875,1872
0,2,321,329,150.55457127007443,0.9,1712
0,2,321,329,150.55457127007443,0.925,1872
0,2,321,329,150.55457127007443,0.9500000000000001,1824
0,2,321,329,150.55457127007443,0.9750000000000001,1824
0,3,328,314,167.51191423105152,0.0,1760
0,3,328,314,167.51191423105152,0.025,1744
0,3,328,314,167.51191423105152,0.05,1904
0,3,328,314,167.51191423105152,0.07500000000000001,1696
0,3,328,314,167.51191423105152,0.1,2048
0,3,328,314,167.51191423105152,0.125,2560
0,3,328,314,167.51191423105152,0.15000000000000002,3424
0,3,328,314,167.51191423105152,0.17500000000000002,3632
0,3,328,314,167.51191423105152,0.2,3840
0,3,328,314,167.51191423105152,0.225,3520
0,3,328,314,167.51191423105152,0.25,3568
0,3,328,314,167.51191423105152,0.275,3792
0,3,328,314,167.51191423105152,0.30000000000000004,3792
0,3,328,314,167.51191423105152,0.325,3440
0,3,328,314,167.51191423105152,0.35000000000000003,2832
0,3,328,314,167.51191423105152,0.375,2576
0,3,328,314,167.51191423105152,0.4,2384
0,3,328,314,167.51191423105152,0.42500000000000004,2560
0,3,328,314,167.51191423105152,0.45,3088
0,3,328,314,167.51191423105152,0.47500000000000003,4320
0,3,328,314,167.51191423105152,0.5,4320
0,3,328,314,167.51191423105152,0.525,5728
0,3,328,314,167.51191423105152,0.55,6800
0,3,328,314,167.51191423105152,0.5750000000000001,7008
0,3,328,314,167.51191423105152,0.6000000000000001,6512
0,3,328,314,167.51191423105152,0.625,6768
0,3,328,314,167.51191423105152,0.65,6192
0,3,328,314,167.51191423105152,0.675,6144
0,3,328,314,167.51191423105152,0.7000000000000001,5104
0,3,328,314,167.51191423105152,0.7250000000000001,3360
0,3,328,314,167.51191423105152,0.75,2256
0,3,328,314,167.51191423105152,0.775,1888
0,3,328,314,167.51191423105152,0.8,1792
