a,time,aligned_time
0.9064436601241804,0.0,-277.4
0.8785911599902901,0.1,-277.29999999999995
0.8755949531556972,0.2,-277.2
0.8890320164202054,0.3,-277.09999999999997
0.9097416013193692,0.4,-277.0
0.9303526041808664,0.5,-276.9
0.9464012407731855,0.6,-276.79999999999995
0.95627539905865,0.7,-276.7
0.9605840880303268,0.8,-276.59999999999997
0.9614052110276032,0.9,-276.5
0.9615006457466696,1.0,-276.4
0.9633783358531208,1.1,-276.29999999999995
0.968195479843238,1.2,-276.2
0.9748253368343798,1.3,-276.09999999999997
0.9796636389577116,1.4,-276.0
0.9776526275465832,1.5,-275.9
0.9644925239316156,1.6,-275.79999999999995
0.9392933144360543,1.7,-275.7
0.9063858456719338,1.8,-275.59999999999997
0.8750781331687718,1.9,-275.5
0.856954270142376,2.0,-275.4
0.8615608133365213,2.1,-275.29999999999995
0.8923388497186409,2.2,-275.2
0.9447560783657049,2.3,-275.09999999999997
1.0075857861686524,2.4,-275.0
1.0666988591643287,2.5,-274.9
1.1095189403927443,2.6,-274.79999999999995
1.1281741043186515,2.7,-274.7
1.120360947500053,2.8,-274.59999999999997
1.0882942882202036,2.9,-274.5
1.0369614227826878,3.0,-274.4
0.972803425602042,3.1,-274.29999999999995
0.9031750315575162,3.2,-274.2
0.8361593930214661,3.3,-274.09999999999997
0.7800654273849026,3.4,-274.0
0.7422810908807753,3.5,-273.9
0.7277461432754414,3.6,-273.79999999999995
0.7377040649572191,3.7,-273.7
0.7693663030344919,3.8,-273.59999999999997
0.8167241262326949,3.9,-273.5
0.872228731125625,4.0,-273.4
0.9287058340063772,4.1,-273.29999999999995
0.9808223376784324,4.2,-273.2
1.0256698472401324,4.3,-273.09999999999997
1.0624258225633751,4.4,-273.0
1.091407268903866,4.5,-272.9
1.113012826599157,4.6,-272.79999999999995
1.1270061549374115,4.7,-272.7
1.1323819251943326,4.8,-272.59999999999997
1.1277995057228487,4.9,-272.5
1.1123746119868332,5.0,-272.4
1.0865437739611512,5.1,-272.29999999999995
1.0527290372565066,5.2,-272.2
1.0155486736413122,5.3,-272.09999999999997
0.981340105622836,5.4,-272.0
0.9568729683566506,5.5,-271.9
0.9474243412658092,5.6,-271.79999999999995
0.9548158712269956,5.7,-271.7
0.9763024268223272,5.8,-271.59999999999997
1.0050421437663477,5.9,-271.5
1.0322157223448922,6.0,-271.4
1.0500175643844796,6.1,-271.29999999999995
1.054234138005459,6.2,-271.2
1.0453089958815018,6.3,-271.09999999999997
1.0275678836471576,6.4,-271.0
1.007160413238943,6.5,-270.9
0.9897626060668184,6.6,-270.79999999999995
0.9789771377537156,6.7,-270.7
0.9758479809072006,6.8,-270.59999999999997
0.9793473497015996,6.9,-270.5
0.9873746712795838,7.0,-270.4
0.9977777485337088,7.1,-270.29999999999995
1.0090469097919064,7.2,-270.2
1.02050664832391,7.3,-270.09999999999997
1.031985079910417,7.4,-270.0
1.0430987130360645,7.5,-269.9
1.0524619075659805,7.6,-269.79999999999995
1.0572668023066394,7.7,-269.7
1.053661349699372,7.8,-269.59999999999997
1.038086355111249,7.9,-269.5
1.009246961931162,8.0,-269.4
0.9698794047628564,8.1,-269.29999999999995
0.9272536487542348,8.2,-269.2
0.8916919380971038,8.3,-269.09999999999997
0.8732568332324046,8.4,-269.0
0.877800284019977,8.5,-268.9
0.9041819563124835,8.6,-268.79999999999995
0.9441953947496484,8.7,-268.7
0.985587396416806,8.8,-268.59999999999997
