frame,order,x,y,angle,segment_position,intensity
0,1,337,172,162.530126169623,0.0,1968
0,1,337,172,162.530126169623,0.025,1792
0,1,337,172,162.530126169623,0.05,2048
0,1,337,172,162.530126169623,0.07500000000000001,2144
0,1,337,172,162.530126169623,0.1,2064
0,1,337,172,162.530126169623,0.125,2144
0,1,337,172,162.530126169623,0.15000000000000002,2144
0,1,337,172,162.530126169623,0.17500000000000002,2192
0,1,337,172,162.530126169623,0.2,2672
0,1,337,172,162.530126169623,0.225,3984
0,1,337,172,162.530126169623,0.25,4368
0,1,337,172,162.530126169623,0.275,6144
0,1,337,172,162.530126169623,0.30000000000000004,6080
0,1,337,172,162.530126169623,0.325,5456
0,1,337,172,162.530126169623,0.35000000000000003,4176
0,1,337,172,162.530126169623,0.375,3968
0,1,337,172,162.530126169623,0.4,3184
0,1,337,172,162.530126169623,0.42500000000000004,3248
0,1,337,172,162.530126169623,0.45,2640
0,1,337,172,162.530126169623,0.47500000000000003,2816
0,1,337,172,162.530126169623,0.5,2816
0,1,337,172,162.530126169623,0.525,2656
0,1,337,172,162.530126169623,0.55,2464
0,1,337,172,162.530126169623,0.5750000000000001,2272
0,1,337,172,162.530126169623,0.6000000000000001,2336
0,1,337,172,162.530126169623,0.625,2656
0,1,337,172,162.530126169623,0.65,3024
0,1,337,172,162.530126169623,0.675,2928
0,1,337,172,162.530126169623,0.7000000000000001,3168
0,1,337,172,162.530126169623,0.7250000000000001,3584
0,1,337,172,162.530126169623,0.75,3680
0,1,337,172,162.530126169623,0.775,4576
0,1,337,172,162.530126169623,0.8,4960
0,1,337,172,162.530126169623,0.8250000000000001,3952
0,1,337,172,162.530126169623,0.8500000000000001,3296
0,1,337,172,162.530126169623,0.875,2816
0,1,337,172,162.530126169623,0.9,2208
0,1,337,172,162.530126169623,0.925,2016
0,1,337,172,162.530126169623,0.9500000000000001,2048
0,1,337,172,162.530126169623,0.9750000000000001,2144
0,2,348,182,174.5962086397502,0.0,1952
0,2,348,182,174.5962086397502,0.025,2128
0,2,348,182,174.5962086397502,0.05,2368
0,2,348,182,174.5962086397502,0.07500000000000001,2048
0,2,348,182,174.5962086397502,0.1,2144
0,2,348,182,174.5962086397502,0.125,2144
0,2,348,182,174.5962086397502,0.15000000000000002,2128
0,2,348,182,174.5962086397502,0.17500000000000002,1952
0,2,348,182,174.5962086397502,0.2,2080
0,2,348,182,174.5962086397502,0.225,1920
0,2,348,182,174.5962086397502,0.25,1888
0,2,348,182,174.5962086397502,0.275,2128
0,2,348,182,174.5962086397502,0.30000000000000004,2160
0,2,348,182,174.5962086397502,0.325,2768
0,2,348,182,174.5962086397502,0.35000000000000003,3776
0,2,348,182,174.5962086397502,0.375,5584
0,2,348,182,174.5962086397502,0.4,8544
0,2,348,182,174.5962086397502,0.42500000000000004,8576
0,2,348,182,174.5962086397502,0.45,7232
0,2,348,182,174.5962086397502,0.47500000000000003,5280
0,2,348,182,174.5962086397502,0.5,5280
0,2,348,182,174.5962086397502,0.525,4080
0,2,348,182,174.5962086397502,0.55,3152
0,2,348,182,174.5962086397502,0.5750000000000001,2784
